Date,Product,City,Quantity,Price
2024-04-02,Phone,Islamabad,19,45000
2024-04-02,Laptop,Karachi,3,75000
2024-04-02,Monitor,Multan,1,25000
2024-04-03,Tablet,Quetta,4,35000
2024-04-03,Phone,Lahore,18,45000
2024-04-03,Laptop,Karachi,8,75000
2024-04-03,Headphones,Quetta,19,8000
2024-04-03,Phone,Peshawar,23,45000
2024-04-03,Phone,Islamabad,23,45000
2024-04-03,Laptop,Karachi,6,75000
2024-04-03,Phone,Lahore,1,45000
2024-04-03,Headphones,Peshawar,8,8000
2024-04-03,Phone,Quetta,1,45000
2024-04-03,Headphones,Islamabad,19,8000
2024-04-03,Laptop,Lahore,11,75000
2024-04-03,Tablet,Quetta,21,35000
2024-04-03,Phone,Quetta,24,45000
2024-04-04,Tablet,Karachi,15,35000
2024-04-04,Headphones,Karachi,23,8000
2024-04-04,Phone,Lahore,11,45000
2024-04-04,Monitor,Multan,19,25000
2024-04-04,Tablet,Multan,21,35000
2024-04-04,Phone,Quetta,10,45000
2024-04-04,Tablet,Karachi,24,35000
2024-04-04,Phone,Islamabad,12,45000
2024-04-04,Laptop,Islamabad,1,75000
2024-04-04,Tablet,Quetta,24,35000
2024-04-04,Monitor,Karachi,7,25000
2024-04-04,Monitor,Lahore,17,25000
2024-04-04,Headphones,Lahore,10,8000
2024-04-04,Phone,Lahore,6,45000
2024-04-05,Tablet,Islamabad,17,35000
2024-04-05,Headphones,Karachi,18,8000
2024-04-05,Tablet,Karachi,5,35000
2024-04-05,Phone,Islamabad,18,45000
2024-04-05,Monitor,Lahore,17,25000
2024-04-05,Laptop,Lahore,22,75000
2024-04-05,Monitor,Quetta,16,25000
2024-04-05,Headphones,Multan,8,8000
2024-04-05,Laptop,Peshawar,24,75000
2024-04-05,Headphones,Multan,13,8000
2024-04-05,Phone,Karachi,24,45000
2024-04-05,Laptop,Karachi,16,75000
2024-04-05,Headphones,Karachi,11,8000
2024-04-06,Phone,Multan,6,45000
2024-04-06,Monitor,Peshawar,3,25000
2024-04-06,Phone,Quetta,1,45000
2024-04-06,Tablet,Multan,18,35000
2024-04-06,Phone,Peshawar,5,45000
2024-04-06,Phone,Lahore,13,45000
2024-04-06,Tablet,Lahore,10,35000
2024-04-06,Headphones,Karachi,5,8000
2024-04-06,Headphones,Islamabad,14,8000
2024-04-06,Phone,Karachi,17,45000
2024-04-06,Tablet,Islamabad,1,35000
2024-04-06,Tablet,Peshawar,2,35000
2024-04-06,Monitor,Lahore,7,25000
2024-04-06,Headphones,Multan,10,8000
2024-04-07,Laptop,Islamabad,20,75000
2024-04-07,Headphones,Peshawar,7,8000
2024-04-07,Headphones,Lahore,24,8000
2024-04-07,Monitor,Multan,16,25000
2024-04-07,Laptop,Islamabad,5,75000
2024-04-07,Monitor,Karachi,12,25000
2024-04-07,Laptop,Karachi,17,75000
2024-04-07,Phone,Karachi,16,45000
2024-04-07,Laptop,Peshawar,20,75000
2024-04-07,Monitor,Karachi,16,25000
2024-04-07,Headphones,Quetta,19,8000
2024-04-07,Laptop,Lahore,15,75000
2024-04-07,Laptop,Peshawar,12,75000
2024-04-07,Tablet,Multan,21,35000
2024-04-08,Headphones,Karachi,10,8000
2024-04-08,Phone,Lahore,22,45000
2024-04-08,Monitor,Islamabad,2,25000
2024-04-08,Phone,Karachi,7,45000
2024-04-08,Headphones,Lahore,13,8000
2024-04-08,Laptop,Quetta,3,75000
2024-04-08,Laptop,Islamabad,15,75000
2024-04-08,Headphones,Quetta,1,8000
2024-04-08,Laptop,Multan,3,75000
2024-04-08,Laptop,Lahore,10,75000
2024-04-08,Laptop,Quetta,15,75000
2024-04-08,Monitor,Multan,22,25000
2024-04-08,Monitor,Lahore,6,25000
2024-04-09,Tablet,Lahore,20,35000
2024-04-09,Phone,Quetta,15,45000
2024-04-09,Headphones,Lahore,24,8000
2024-04-09,Headphones,Karachi,21,8000
2024-04-09,Headphones,Lahore,7,8000
2024-04-09,Tablet,Peshawar,21,35000
2024-04-09,Monitor,Multan,5,25000
2024-04-09,Tablet,Lahore,4,35000
2024-04-09,Headphones,Peshawar,22,8000
2024-04-09,Phone,Lahore,18,45000
2024-04-09,Laptop,Lahore,3,75000
2024-04-09,Monitor,Quetta,17,25000
2024-04-09,Monitor,Karachi,18,25000
2024-04-09,Tablet,Multan,18,35000
2024-04-10,Monitor,Karachi,24,25000
2024-04-10,Headphones,Islamabad,24,8000
2024-04-10,Headphones,Quetta,2,8000
2024-04-10,Tablet,Quetta,13,35000
2024-04-10,Headphones,Karachi,22,8000
2024-04-10,Phone,Quetta,15,45000
2024-04-10,Tablet,Karachi,5,35000
2024-04-10,Phone,Quetta,3,45000
2024-04-10,Laptop,Lahore,5,75000
2024-04-10,Phone,Karachi,5,45000
2024-04-10,Laptop,Karachi,5,75000
2024-04-10,Laptop,Peshawar,3,75000
2024-04-10,Phone,Quetta,3,45000
2024-04-10,Tablet,Quetta,20,35000
2024-04-11,Headphones,Karachi,23,8000
2024-04-11,Headphones,Lahore,18,8000
2024-04-11,Laptop,Lahore,20,75000
2024-04-11,Laptop,Multan,4,75000
2024-04-11,Tablet,Lahore,1,35000
2024-04-11,Monitor,Quetta,16,25000
2024-04-11,Phone,Peshawar,8,45000
2024-04-11,Laptop,Karachi,17,75000
2024-04-11,Headphones,Islamabad,8,8000
2024-04-11,Tablet,Peshawar,7,35000
2024-04-11,Phone,Islamabad,8,45000
2024-04-11,Tablet,Peshawar,21,35000
2024-04-11,Phone,Lahore,24,45000
2024-04-12,Phone,Quetta,12,45000
2024-04-12,Laptop,Islamabad,16,75000
2024-04-12,Tablet,Peshawar,12,35000
2024-04-12,Tablet,Quetta,19,35000
2024-04-12,Headphones,Islamabad,10,8000
2024-04-12,Headphones,Karachi,7,8000
2024-04-12,Laptop,Peshawar,12,75000
2024-04-12,Laptop,Karachi,20,75000
2024-04-12,Monitor,Lahore,5,25000
2024-04-12,Headphones,Karachi,16,8000
2024-04-12,Phone,Karachi,9,45000
2024-04-12,Tablet,Multan,7,35000
2024-04-12,Laptop,Peshawar,20,75000
2024-04-12,Tablet,Lahore,22,35000
2024-04-13,Tablet,Karachi,14,35000
2024-04-13,Monitor,Quetta,11,25000
2024-04-13,Headphones,Islamabad,7,8000
2024-04-13,Laptop,Karachi,10,75000
2024-04-13,Tablet,Lahore,9,35000
2024-04-13,Laptop,Karachi,4,75000
2024-04-13,Phone,Islamabad,16,45000
2024-04-13,Monitor,Lahore,10,25000
2024-04-13,Phone,Peshawar,19,45000
2024-04-13,Laptop,Lahore,24,75000
2024-04-13,Laptop,Peshawar,17,75000
2024-04-13,Headphones,Lahore,9,8000
2024-04-13,Tablet,Islamabad,13,35000
2024-04-13,Tablet,Islamabad,1,35000
2024-04-14,Phone,Lahore,2,45000
2024-04-14,Monitor,Karachi,13,25000
2024-04-14,Tablet,Islamabad,24,35000
2024-04-14,Headphones,Peshawar,9,8000
2024-04-14,Phone,Peshawar,7,45000
2024-04-14,Phone,Quetta,16,45000
2024-04-14,Headphones,Multan,19,8000
2024-04-14,Monitor,Multan,7,25000
2024-04-14,Headphones,Multan,6,8000
2024-04-14,Monitor,Peshawar,18,25000
2024-04-14,Headphones,Quetta,19,8000
2024-04-14,Headphones,Multan,11,8000
2024-04-14,Laptop,Multan,12,75000
2024-04-14,Phone,Lahore,10,45000
2024-04-15,Headphones,Lahore,13,8000
2024-04-15,Headphones,Lahore,12,8000
2024-04-15,Tablet,Karachi,21,35000
2024-04-15,Phone,Multan,10,45000
2024-04-15,Tablet,Karachi,20,35000
2024-04-15,Phone,Quetta,18,45000
2024-04-15,Tablet,Peshawar,4,35000
2024-04-15,Headphones,Multan,24,8000
2024-04-15,Headphones,Peshawar,5,8000
2024-04-15,Laptop,Lahore,5,75000
2024-04-15,Tablet,Multan,12,35000
2024-04-15,Monitor,Islamabad,3,25000
2024-04-15,Laptop,Karachi,8,75000
2024-04-16,Tablet,Karachi,22,35000
2024-04-16,Tablet,Multan,2,35000
2024-04-16,Laptop,Lahore,18,75000
2024-04-16,Headphones,Karachi,9,8000
2024-04-16,Tablet,Lahore,13,35000
2024-04-16,Headphones,Quetta,7,8000
2024-04-16,Laptop,Peshawar,10,75000
2024-04-16,Headphones,Islamabad,9,8000
2024-04-16,Phone,Peshawar,22,45000
2024-04-16,Monitor,Peshawar,15,25000
2024-04-16,Tablet,Quetta,5,35000
2024-04-16,Monitor,Karachi,12,25000
2024-04-16,Headphones,Islamabad,1,8000
2024-04-16,Tablet,Karachi,12,35000
2024-04-17,Headphones,Multan,22,8000
2024-04-17,Phone,Peshawar,6,45000
2024-04-17,Laptop,Multan,19,75000
2024-04-17,Tablet,Lahore,19,35000
2024-04-17,Phone,Peshawar,16,45000
2024-04-17,Phone,Karachi,19,45000
2024-04-17,Tablet,Peshawar,3,35000
2024-04-17,Headphones,Lahore,23,8000
2024-04-17,Phone,Quetta,10,45000
2024-04-17,Monitor,Multan,18,25000
2024-04-17,Phone,Multan,13,45000
2024-04-17,Headphones,Karachi,18,8000
2024-04-17,Headphones,Peshawar,3,8000
2024-04-17,Monitor,Karachi,23,25000
2024-04-18,Phone,Quetta,3,45000
2024-04-18,Headphones,Peshawar,23,8000
2024-04-18,Tablet,Peshawar,12,35000
2024-04-18,Laptop,Karachi,20,75000
2024-04-18,Laptop,Karachi,7,75000
2024-04-18,Laptop,Lahore,24,75000
2024-04-18,Phone,Quetta,8,45000
2024-04-18,Monitor,Lahore,9,25000
2024-04-18,Headphones,Multan,14,8000
2024-04-18,Tablet,Peshawar,5,35000
2024-04-18,Tablet,Karachi,21,35000
2024-04-18,Phone,Peshawar,19,45000
2024-04-18,Laptop,Peshawar,21,75000
2024-04-19,Phone,Islamabad,16,45000
2024-04-19,Monitor,Multan,24,25000
2024-04-19,Monitor,Islamabad,12,25000
2024-04-19,Headphones,Peshawar,21,8000
2024-04-19,Headphones,Karachi,4,8000
2024-04-19,Monitor,Peshawar,8,25000
2024-04-19,Monitor,Multan,7,25000
2024-04-19,Monitor,Islamabad,15,25000
2024-04-19,Phone,Karachi,6,45000
2024-04-19,Monitor,Peshawar,5,25000
2024-04-19,Tablet,Quetta,14,35000
2024-04-19,Laptop,Multan,21,75000
2024-04-19,Monitor,Multan,13,25000
2024-04-19,Laptop,Quetta,10,75000
2024-04-20,Phone,Peshawar,18,45000
2024-04-20,Laptop,Multan,4,75000
2024-04-20,Phone,Karachi,8,45000
2024-04-20,Tablet,Peshawar,24,35000
2024-04-20,Phone,Peshawar,11,45000
2024-04-20,Phone,Islamabad,17,45000
2024-04-20,Headphones,Multan,18,8000
2024-04-20,Monitor,Multan,21,25000
2024-04-20,Monitor,Quetta,11,25000
2024-04-20,Tablet,Islamabad,16,35000
2024-04-20,Tablet,Islamabad,12,35000
2024-04-20,Monitor,Multan,13,25000
2024-04-20,Headphones,Peshawar,16,8000
2024-04-20,Monitor,Islamabad,23,25000
2024-04-21,Headphones,Quetta,21,8000
2024-04-21,Tablet,Islamabad,1,35000
2024-04-21,Laptop,Quetta,16,75000
2024-04-21,Tablet,Islamabad,15,35000
2024-04-21,Tablet,Quetta,6,35000
2024-04-21,Phone,Islamabad,12,45000
2024-04-21,Phone,Islamabad,8,45000
2024-04-21,Phone,Karachi,7,45000
2024-04-21,Phone,Quetta,2,45000
2024-04-21,Headphones,Quetta,12,8000
2024-04-21,Monitor,Quetta,21,25000
2024-04-21,Laptop,Lahore,14,75000
2024-04-21,Tablet,Islamabad,16,35000
2024-04-22,Headphones,Quetta,11,8000
2024-04-22,Laptop,Multan,20,75000
2024-04-22,Headphones,Lahore,9,8000
2024-04-22,Headphones,Karachi,10,8000
2024-04-22,Tablet,Quetta,17,35000
2024-04-22,Monitor,Quetta,12,25000
2024-04-22,Phone,Lahore,6,45000
2024-04-22,Monitor,Islamabad,19,25000
2024-04-22,Tablet,Multan,11,35000
2024-04-22,Tablet,Karachi,9,35000
2024-04-22,Tablet,Quetta,21,35000
2024-04-22,Laptop,Islamabad,6,75000
2024-04-22,Monitor,Multan,24,25000
2024-04-22,Monitor,Multan,16,25000
2024-04-23,Headphones,Karachi,20,8000
2024-04-23,Headphones,Peshawar,16,8000
2024-04-23,Headphones,Multan,6,8000
2024-04-23,Tablet,Peshawar,5,35000
2024-04-23,Monitor,Multan,21,25000
2024-04-23,Tablet,Karachi,4,35000
2024-04-23,Laptop,Lahore,2,75000
2024-04-23,Headphones,Karachi,6,8000
2024-04-23,Tablet,Karachi,9,35000
2024-04-23,Tablet,Lahore,17,35000
2024-04-23,Laptop,Lahore,14,75000
2024-04-23,Phone,Islamabad,7,45000
2024-04-23,Monitor,Multan,22,25000
2024-04-23,Phone,Islamabad,19,45000
2024-04-24,Headphones,Lahore,1,8000
2024-04-24,Tablet,Peshawar,20,35000
2024-04-24,Laptop,Peshawar,15,75000
2024-04-24,Laptop,Karachi,18,75000
2024-04-24,Monitor,Quetta,3,25000
2024-04-24,Phone,Karachi,18,45000
2024-04-24,Monitor,Karachi,2,25000
2024-04-24,Tablet,Quetta,10,35000
2024-04-24,Monitor,Multan,11,25000
2024-04-24,Laptop,Lahore,24,75000
2024-04-24,Laptop,Peshawar,3,75000
2024-04-24,Headphones,Karachi,7,8000
2024-04-24,Headphones,Quetta,8,8000
2024-04-24,Tablet,Islamabad,19,35000
2024-04-25,Phone,Karachi,18,45000
2024-04-25,Monitor,Peshawar,13,25000
2024-04-25,Tablet,Lahore,13,35000
2024-04-25,Headphones,Karachi,24,8000
2024-04-25,Monitor,Karachi,19,25000
2024-04-25,Headphones,Multan,23,8000
2024-04-25,Monitor,Quetta,12,25000
2024-04-25,Phone,Islamabad,17,45000
2024-04-25,Tablet,Islamabad,22,35000
2024-04-25,Monitor,Lahore,12,25000
2024-04-25,Laptop,Peshawar,13,75000
2024-04-25,Laptop,Lahore,12,75000
2024-04-25,Monitor,Karachi,19,25000
2024-04-26,Monitor,Karachi,14,25000
2024-04-26,Monitor,Islamabad,7,25000
2024-04-26,Laptop,Peshawar,13,75000
2024-04-26,Laptop,Quetta,6,75000
2024-04-26,Monitor,Peshawar,24,25000
2024-04-26,Headphones,Karachi,19,8000
2024-04-26,Headphones,Quetta,19,8000
2024-04-26,Phone,Peshawar,4,45000
2024-04-26,Tablet,Peshawar,19,35000
2024-04-26,Headphones,Quetta,9,8000
2024-04-26,Laptop,Karachi,16,75000
2024-04-26,Headphones,Peshawar,4,8000
2024-04-26,Phone,Quetta,6,45000
2024-04-26,Phone,Multan,8,45000
2024-04-27,Tablet,Multan,24,35000
2024-04-27,Headphones,Karachi,16,8000
2024-04-27,Laptop,Quetta,5,75000
2024-04-27,Laptop,Multan,21,75000
2024-04-27,Monitor,Quetta,22,25000
2024-04-27,Laptop,Peshawar,10,75000
2024-04-27,Tablet,Karachi,23,35000
2024-04-27,Tablet,Multan,13,35000
2024-04-27,Laptop,Peshawar,14,75000
2024-04-27,Laptop,Lahore,7,75000
2024-04-27,Monitor,Lahore,20,25000
2024-04-27,Laptop,Karachi,6,75000
2024-04-27,Monitor,Multan,7,25000
2024-04-27,Monitor,Multan,5,25000
2024-04-28,Laptop,Multan,21,75000
2024-04-28,Phone,Quetta,18,45000
2024-04-28,Phone,Peshawar,23,45000
2024-04-28,Monitor,Multan,12,25000
2024-04-28,Laptop,Peshawar,6,75000
2024-04-28,Phone,Karachi,1,45000
2024-04-28,Laptop,Multan,4,75000
2024-04-28,Laptop,Karachi,19,75000
2024-04-28,Laptop,Multan,12,75000
2024-04-28,Headphones,Lahore,15,8000
2024-04-28,Laptop,Islamabad,3,75000
2024-04-28,Headphones,Karachi,23,8000
2024-04-28,Monitor,Multan,20,25000
2024-04-29,Phone,Islamabad,8,45000
2024-04-29,Phone,Karachi,11,45000
2024-04-29,Phone,Quetta,16,45000
2024-04-29,Phone,Multan,9,45000
2024-04-29,Phone,Quetta,3,45000
2024-04-29,Phone,Lahore,5,45000
2024-04-29,Phone,Multan,20,45000
2024-04-29,Monitor,Lahore,14,25000
2024-04-29,Laptop,Islamabad,15,75000
2024-04-29,Tablet,Karachi,6,35000
2024-04-29,Headphones,Peshawar,4,8000
2024-04-29,Tablet,Lahore,8,35000
2024-04-29,Tablet,Peshawar,19,35000
2024-04-29,Laptop,Peshawar,5,75000
2024-04-30,Laptop,Karachi,13,75000
2024-04-30,Laptop,Islamabad,16,75000
2024-04-30,Phone,Karachi,1,45000
2024-04-30,Monitor,Multan,13,25000
2024-04-30,Phone,Lahore,22,45000
2024-04-30,Monitor,Peshawar,11,25000
2024-04-30,Monitor,Karachi,21,25000
2024-04-30,Tablet,Karachi,8,35000
2024-04-30,Tablet,Karachi,8,35000
2024-04-30,Monitor,Lahore,24,25000
2024-04-30,Monitor,Islamabad,14,25000
2024-04-30,Phone,Karachi,13,45000
2024-04-30,Phone,Lahore,3,45000
2024-04-30,Tablet,Peshawar,4,35000
2024-05-01,Laptop,Multan,20,75000
2024-05-01,Monitor,Quetta,15,25000
2024-05-01,Phone,Lahore,15,45000
2024-05-01,Tablet,Quetta,21,35000
2024-05-01,Phone,Karachi,13,45000
2024-05-01,Monitor,Karachi,9,25000
2024-05-01,Monitor,Lahore,10,25000
2024-05-01,Headphones,Quetta,12,8000
2024-05-01,Laptop,Karachi,14,75000
2024-05-01,Headphones,Peshawar,1,8000
2024-05-01,Tablet,Islamabad,14,35000
2024-05-01,Phone,Islamabad,14,45000
2024-05-01,Tablet,Karachi,8,35000
2024-05-02,Monitor,Quetta,16,25000
2024-05-02,Headphones,Multan,14,8000
2024-05-02,Headphones,Karachi,1,8000
2024-05-02,Headphones,Multan,16,8000
2024-05-02,Tablet,Multan,18,35000
2024-05-02,Monitor,Quetta,7,25000
2024-05-02,Phone,Multan,15,45000
2024-05-02,Phone,Peshawar,24,45000
2024-05-02,Tablet,Quetta,17,35000
2024-05-02,Headphones,Karachi,19,8000
2024-05-02,Laptop,Peshawar,23,75000
2024-05-02,Tablet,Lahore,13,35000
2024-05-02,Tablet,Islamabad,9,35000
2024-05-02,Monitor,Karachi,24,25000
2024-05-03,Phone,Karachi,24,45000
2024-05-03,Tablet,Karachi,15,35000
2024-05-03,Tablet,Peshawar,3,35000
2024-05-03,Headphones,Lahore,24,8000
2024-05-03,Headphones,Quetta,1,8000
2024-05-03,Laptop,Lahore,16,75000
2024-05-03,Monitor,Peshawar,8,25000
2024-05-03,Laptop,Karachi,23,75000
2024-05-03,Headphones,Islamabad,13,8000
2024-05-03,Phone,Karachi,8,45000
2024-05-03,Headphones,Quetta,17,8000
2024-05-03,Monitor,Multan,22,25000
2024-05-03,Headphones,Islamabad,23,8000
2024-05-03,Monitor,Karachi,14,25000
2024-05-04,Monitor,Islamabad,21,25000
2024-05-04,Monitor,Multan,21,25000
2024-05-04,Monitor,Lahore,7,25000
2024-05-04,Monitor,Peshawar,15,25000
2024-05-04,Phone,Karachi,16,45000
2024-05-04,Laptop,Quetta,19,75000
2024-05-04,Tablet,Lahore,6,35000
2024-05-04,Laptop,Karachi,23,75000
2024-05-04,Monitor,Lahore,1,25000
2024-05-04,Phone,Quetta,12,45000
2024-05-04,Headphones,Karachi,18,8000
2024-05-04,Phone,Multan,16,45000
2024-05-04,Monitor,Multan,12,25000
2024-05-05,Phone,Quetta,20,45000
2024-05-05,Phone,Islamabad,13,45000
2024-05-05,Monitor,Quetta,8,25000
2024-05-05,Phone,Islamabad,22,45000
2024-05-05,Tablet,Karachi,1,35000
2024-05-05,Tablet,Islamabad,21,35000
2024-05-05,Phone,Karachi,7,45000
2024-05-05,Headphones,Karachi,15,8000
2024-05-05,Monitor,Peshawar,22,25000
2024-05-05,Tablet,Karachi,13,35000
2024-05-05,Headphones,Islamabad,13,8000
2024-05-05,Phone,Peshawar,9,45000
2024-05-05,Headphones,Peshawar,24,8000
2024-05-05,Laptop,Karachi,15,75000
2024-05-06,Tablet,Quetta,4,35000
2024-05-06,Phone,Quetta,13,45000
2024-05-06,Monitor,Multan,12,25000
2024-05-06,Phone,Peshawar,5,45000
2024-05-06,Monitor,Karachi,7,25000
2024-05-06,Phone,Quetta,8,45000
2024-05-06,Headphones,Karachi,5,8000
2024-05-06,Headphones,Karachi,9,8000
2024-05-06,Headphones,Peshawar,14,8000
2024-05-06,Laptop,Multan,12,75000
2024-05-06,Monitor,Peshawar,4,25000
2024-05-06,Headphones,Lahore,20,8000
2024-05-06,Laptop,Quetta,8,75000
2024-05-06,Monitor,Quetta,17,25000
2024-05-07,Phone,Quetta,8,45000
2024-05-07,Laptop,Islamabad,21,75000
2024-05-07,Tablet,Karachi,1,35000
2024-05-07,Laptop,Peshawar,20,75000
2024-05-07,Laptop,Quetta,2,75000
2024-05-07,Monitor,Lahore,4,25000
2024-05-07,Phone,Quetta,24,45000
2024-05-07,Tablet,Multan,21,35000
2024-05-07,Headphones,Karachi,1,8000
2024-05-07,Headphones,Karachi,7,8000
2024-05-07,Laptop,Peshawar,1,75000
2024-05-07,Monitor,Islamabad,9,25000
2024-05-07,Monitor,Peshawar,3,25000
2024-05-07,Headphones,Quetta,12,8000
2024-05-08,Tablet,Multan,19,35000
2024-05-08,Phone,Lahore,15,45000
2024-05-08,Tablet,Peshawar,22,35000
2024-05-08,Phone,Islamabad,16,45000
2024-05-08,Headphones,Peshawar,10,8000
2024-05-08,Phone,Karachi,22,45000
2024-05-08,Monitor,Quetta,6,25000
2024-05-08,Laptop,Quetta,17,75000
2024-05-08,Laptop,Quetta,21,75000
2024-05-08,Headphones,Quetta,22,8000
2024-05-08,Monitor,Quetta,24,25000
2024-05-08,Tablet,Quetta,17,35000
2024-05-08,Monitor,Lahore,21,25000
2024-05-09,Laptop,Islamabad,19,75000
2024-05-09,Laptop,Quetta,18,75000
2024-05-09,Monitor,Islamabad,11,25000
2024-05-09,Monitor,Multan,24,25000
2024-05-09,Laptop,Quetta,7,75000
2024-05-09,Tablet,Peshawar,10,35000
2024-05-09,Headphones,Quetta,7,8000
2024-05-09,Headphones,Karachi,5,8000
2024-05-09,Monitor,Lahore,12,25000
2024-05-09,Headphones,Peshawar,16,8000
2024-05-09,Laptop,Peshawar,21,75000
2024-05-09,Laptop,Karachi,18,75000
2024-05-09,Monitor,Quetta,3,25000
2024-05-09,Monitor,Lahore,20,25000
2024-05-10,Monitor,Peshawar,15,25000
2024-05-10,Tablet,Lahore,5,35000
2024-05-10,Headphones,Peshawar,13,8000
2024-05-10,Monitor,Quetta,19,25000
2024-05-10,Phone,Multan,12,45000
2024-05-10,Phone,Peshawar,23,45000
2024-05-10,Laptop,Multan,21,75000
2024-05-10,Headphones,Peshawar,5,8000
2024-05-10,Monitor,Islamabad,6,25000
2024-05-10,Phone,Quetta,7,45000
2024-05-10,Headphones,Karachi,10,8000
2024-05-10,Laptop,Multan,16,75000
2024-05-10,Tablet,Karachi,8,35000
2024-05-10,Headphones,Quetta,9,8000
2024-05-11,Headphones,Karachi,4,8000
2024-05-11,Tablet,Quetta,21,35000
2024-05-11,Headphones,Karachi,21,8000
2024-05-11,Laptop,Multan,8,75000
2024-05-11,Laptop,Islamabad,7,75000
2024-05-11,Tablet,Karachi,15,35000
2024-05-11,Monitor,Multan,21,25000
2024-05-11,Phone,Peshawar,3,45000
2024-05-11,Monitor,Quetta,17,25000
2024-05-11,Headphones,Lahore,11,8000
2024-05-11,Phone,Lahore,9,45000
2024-05-11,Tablet,Quetta,5,35000
2024-05-11,Tablet,Islamabad,10,35000
2024-05-12,Phone,Karachi,15,45000
2024-05-12,Laptop,Islamabad,14,75000
2024-05-12,Phone,Lahore,4,45000
2024-05-12,Headphones,Multan,21,8000
2024-05-12,Laptop,Quetta,20,75000
2024-05-12,Tablet,Quetta,2,35000
2024-05-12,Phone,Islamabad,12,45000
2024-05-12,Monitor,Multan,1,25000
2024-05-12,Monitor,Islamabad,24,25000
2024-05-12,Headphones,Karachi,20,8000
2024-05-12,Monitor,Peshawar,5,25000
2024-05-12,Phone,Multan,6,45000
2024-05-12,Phone,Peshawar,24,45000
2024-05-12,Monitor,Karachi,11,25000
2024-05-13,Phone,Peshawar,8,45000
2024-05-13,Headphones,Lahore,7,8000
2024-05-13,Laptop,Peshawar,4,75000
2024-05-13,Headphones,Karachi,6,8000
2024-05-13,Headphones,Peshawar,16,8000
2024-05-13,Phone,Quetta,20,45000
2024-05-13,Laptop,Islamabad,15,75000
2024-05-13,Phone,Lahore,14,45000
2024-05-13,Tablet,Quetta,23,35000
2024-05-13,Phone,Quetta,12,45000
2024-05-13,Phone,Karachi,12,45000
2024-05-13,Phone,Islamabad,16,45000
2024-05-13,Laptop,Islamabad,15,75000
2024-05-13,Phone,Multan,13,45000
2024-05-14,Laptop,Lahore,11,75000
2024-05-14,Monitor,Karachi,17,25000
2024-05-14,Tablet,Lahore,21,35000
2024-05-14,Laptop,Multan,15,75000
2024-05-14,Monitor,Peshawar,14,25000
2024-05-14,Laptop,Quetta,10,75000
2024-05-14,Laptop,Lahore,12,75000
2024-05-14,Tablet,Quetta,16,35000
2024-05-14,Headphones,Karachi,15,8000
2024-05-14,Headphones,Peshawar,10,8000
2024-05-14,Laptop,Karachi,4,75000
2024-05-14,Phone,Peshawar,23,45000
2024-05-14,Monitor,Peshawar,9,25000
2024-05-15,Phone,Quetta,21,45000
2024-05-15,Phone,Karachi,20,45000
2024-05-15,Laptop,Karachi,9,75000
2024-05-15,Laptop,Lahore,21,75000
2024-05-15,Laptop,Karachi,24,75000
2024-05-15,Laptop,Lahore,20,75000
2024-05-15,Headphones,Islamabad,11,8000
2024-05-15,Laptop,Islamabad,11,75000
2024-05-15,Headphones,Islamabad,7,8000
2024-05-15,Headphones,Multan,21,8000
2024-05-15,Laptop,Karachi,10,75000
2024-05-15,Tablet,Multan,4,35000
2024-05-15,Monitor,Karachi,5,25000
2024-05-15,Phone,Lahore,5,45000
2024-05-16,Headphones,Multan,11,8000
2024-05-16,Monitor,Multan,9,25000
2024-05-16,Tablet,Multan,16,35000
2024-05-16,Phone,Peshawar,9,45000
2024-05-16,Phone,Lahore,22,45000
2024-05-16,Headphones,Islamabad,4,8000
2024-05-16,Laptop,Lahore,2,75000
2024-05-16,Tablet,Peshawar,14,35000
2024-05-16,Headphones,Karachi,3,8000
2024-05-16,Tablet,Lahore,18,35000
2024-05-16,Laptop,Multan,21,75000
2024-05-16,Laptop,Islamabad,6,75000
2024-05-16,Headphones,Islamabad,11,8000
2024-05-16,Laptop,Karachi,21,75000
2024-05-17,Monitor,Lahore,18,25000
2024-05-17,Phone,Peshawar,12,45000
2024-05-17,Headphones,Karachi,5,8000
2024-05-17,Tablet,Lahore,9,35000
2024-05-17,Monitor,Quetta,20,25000
2024-05-17,Headphones,Islamabad,18,8000
2024-05-17,Laptop,Peshawar,19,75000
2024-05-17,Laptop,Multan,3,75000
2024-05-17,Laptop,Peshawar,9,75000
2024-05-17,Laptop,Multan,4,75000
2024-05-17,Tablet,Peshawar,17,35000
2024-05-17,Monitor,Islamabad,17,25000
2024-05-17,Phone,Multan,23,45000
2024-05-17,Tablet,Lahore,23,35000
2024-05-18,Tablet,Multan,2,35000
2024-05-18,Phone,Karachi,9,45000
2024-05-18,Phone,Lahore,9,45000
2024-05-18,Laptop,Karachi,5,75000
2024-05-18,Tablet,Peshawar,15,35000
2024-05-18,Headphones,Lahore,15,8000
2024-05-18,Phone,Peshawar,3,45000
2024-05-18,Phone,Quetta,19,45000
2024-05-18,Monitor,Peshawar,3,25000
2024-05-18,Headphones,Peshawar,6,8000
2024-05-18,Headphones,Karachi,4,8000
2024-05-18,Phone,Multan,24,45000
2024-05-18,Laptop,Quetta,13,75000
2024-05-19,Monitor,Peshawar,13,25000
2024-05-19,Headphones,Peshawar,11,8000
2024-05-19,Phone,Quetta,5,45000
2024-05-19,Headphones,Quetta,1,8000
